CollectionYearRange,Parent_Org_Code,Parent_Org_Name,Org_Code,Org_Name,Unit_Name,Org_Type,Referral_Appointment_Time,Part,Total_referrals,Screening_sample_total,Clinical_indication,Highgrade_mod_severe,Inadequate,Borderline_changes,Mild_dyskaryosis,Moderate_dyskaryosis,Severe_dyskaryosis,Severe_dyskaryosis_Inv,Glandular_neoplasia,Clinical_Urgent,Clinical_Non_Urgent,Other
2022-23,N3,Midlands,RTG,University Hospitals of Derby and Burton NHS Foundation Trust,Sir Robert Peel Hospital,Trust,<=6_weeks,A6,446,not included,1,82,not included,not included,not included,not included,not included,1,7,not included,not included,not included
2022-23,N3,Midlands,RWE,University Hospitals of Leicester NHS Trust,Leicester General Hospital,Trust,Total_cases,A,2566,not included,39,497,not included,not included,not included,not included,not included,10,27,not included,not included,not included
2022-23,N3,Midlands,RWE,University Hospitals of Leicester NHS Trust,Leicester General Hospital,Trust,<=2_weeks,A,859,not included,19,495,not included,not included,not included,not included,not included,10,27,not included,not included,not included
2022-23,N3,Midlands,RWE,University Hospitals of Leicester NHS Trust,Leicester General Hospital,Trust,<=4_weeks,A,2506,not included,27,496,not included,not included,not included,not included,not included,10,27,not included,not included,not included
2022-23,N3,Midlands,RWE,University Hospitals of Leicester NHS Trust,Leicester General Hospital,Trust,<=6_weeks,A6,2540,not included,30,496,not included,not included,not included,not included,not included,10,27,not included,not included,not included
2022-23,N3,Midlands,RJE,University Hospitals of North Midlands NHS Trust,"County Hospital, Stafford",Trust,Total_cases,A,1030,not included,20,97,not included,not included,not included,not included,not included,1,1,not included,not included,not included
2022-23,N3,Midlands,RJE,University Hospitals of North Midlands NHS Trust,"County Hospital, Stafford",Trust,<=2_weeks,A,164,not included,16,94,not included,not included,not included,not included,not included,1,1,not included,not included,not included
2022-23,N3,Midlands,RJE,University Hospitals of North Midlands NHS Trust,"County Hospital, Stafford",Trust,<=4_weeks,A,341,not included,18,97,not included,not included,not included,not included,not included,1,1,not included,not included,not included
2022-23,N3,Midlands,RJE,University Hospitals of North Midlands NHS Trust,"County Hospital, Stafford",Trust,<=6_weeks,A6,1022,not included,20,97,not included,not included,not included,not included,not included,1,1,not included,not included,not included
2022-23,N3,Midlands,RJE,University Hospitals of North Midlands NHS Trust,Royal Stoke University Hospital,Trust,Total_cases,A,2027,not included,50,220,not included,not included,not included,not included,not included,4,4,not included,not included,not included
2022-23,N3,Midlands,RJE,University Hospitals of North Midlands NHS Trust,Royal Stoke University Hospital,Trust,<=2_weeks,A,401,not included,49,211,not included,not included,not included,not included,not included,4,4,not included,not included,not included
2022-23,N3,Midlands,RJE,University Hospitals of North Midlands NHS Trust,Royal Stoke University Hospital,Trust,<=4_weeks,A,704,not included,50,220,not included,not included,not included,not included,not included,4,4,not included,not included,not included
2022-23,N3,Midlands,RJE,University Hospitals of North Midlands NHS Trust,Royal Stoke University Hospital,Trust,<=6_weeks,A6,1977,not included,50,220,not included,not included,not included,not included,not included,4,4,not included,not included,not included
2022-23,N3,Midlands,RBK,Walsall Healthcare NHS Trust,Walsall Manor Hospital,Trust,Total_cases,A,1227,not included,115,176,not included,not included,not included,not included,not included,0,6,not included,not included,not included
2022-23,N3,Midlands,RBK,Walsall Healthcare NHS Trust,Walsall Manor Hospital,Trust,<=2_weeks,A,242,not included,39,163,not included,not included,not included,not included,not included,0,6,not included,not included,not included
2022-23,N3,Midlands,RBK,Walsall Healthcare NHS Trust,Walsall Manor Hospital,Trust,<=4_weeks,A,416,not included,85,176,not included,not included,not included,not included,not included,0,6,not included,not included,not included
2022-23,N3,Midlands,RBK,Walsall Healthcare NHS Trust,Walsall Manor Hospital,Trust,<=6_weeks,A6,1164,not included,104,176,not included,not included,not included,not included,not included,0,6,not included,not included,not included
2022-23,N3,Midlands,RWP,Worcestershire Acute Hospitals NHS Trust,Alexandra Hospital,Trust,Total_cases,A,1122,not included,167,132,not included,not included,not included,not included,not included,0,4,not included,not included,not included
2022-23,N3,Midlands,RWP,Worcestershire Acute Hospitals NHS Trust,Alexandra Hospital,Trust,<=2_weeks,A,313,not included,107,129,not included,not included,not included,not included,not included,0,4,not included,not included,not included
2022-23,N3,Midlands,RWP,Worcestershire Acute Hospitals NHS Trust,Alexandra Hospital,Trust,<=4_weeks,A,681,not included,159,132,not included,not included,not included,not included,not included,0,4,not included,not included,not included
2022-23,N3,Midlands,RWP,Worcestershire Acute Hospitals NHS Trust,Alexandra Hospital,Trust,<=6_weeks,A6,1120,not included,165,132,not included,not included,not included,not included,not included,0,4,not included,not included,not included
2022-23,N3,Midlands,RWP,Worcestershire Acute Hospitals NHS Trust,Kidderminster Hospital and Treatment Centre,Trust,Total_cases,A,561,not included,87,51,not included,not included,not included,not included,not included,0,1,not included,not included,not included
2022-23,N3,Midlands,RWP,Worcestershire Acute Hospitals NHS Trust,Kidderminster Hospital and Treatment Centre,Trust,<=2_weeks,A,128,not included,63,51,not included,not included,not included,not included,not included,0,1,not included,not included,not included
2022-23,N3,Midlands,RWP,Worcestershire Acute Hospitals NHS Trust,Kidderminster Hospital and Treatment Centre,Trust,<=4_weeks,A,220,not included,84,51,not included,not included,not included,not included,not included,0,1,not included,not included,not included
2022-23,N3,Midlands,RWP,Worcestershire Acute Hospitals NHS Trust,Kidderminster Hospital and Treatment Centre,Trust,<=6_weeks,A6,559,not included,87,51,not included,not included,not included,not included,not included,0,1,not included,not included,not included
2022-23,N3,Midlands,RWP,Worcestershire Acute Hospitals NHS Trust,Worcestershire Royal Hospital,Trust,Total_cases,A,720,not included,101,55,not included,not included,not included,not included,not included,0,1,not included,not included,not included
2022-23,N3,Midlands,RWP,Worcestershire Acute Hospitals NHS Trust,Worcestershire Royal Hospital,Trust,<=2_weeks,A,152,not included,51,52,not included,not included,not included,not included,not included,0,1,not included,not included,not included
2022-23,N3,Midlands,RWP,Worcestershire Acute Hospitals NHS Trust,Worcestershire Royal Hospital,Trust,<=4_weeks,A,292,not included,88,55,not included,not included,not included,not included,not included,0,1,not included,not included,not included
2022-23,N3,Midlands,RWP,Worcestershire Acute Hospitals NHS Trust,Worcestershire Royal Hospital,Trust,<=6_weeks,A6,715,not included,98,55,not included,not included,not included,not included,not included,0,1,not included,not included,not included
2022-23,N3,Midlands,RLQ,Wye Valley NHS Trust,Hereford County Hospital,Trust,Total_cases,A,855,not included,265,77,not included,not included,not included,not included,not included,4,3,not included,not included,not included
2022-23,N3,Midlands,RLQ,Wye Valley NHS Trust,Hereford County Hospital,Trust,<=2_weeks,A,257,not included,155,77,not included,not included,not included,not included,not included,4,3,not included,not included,not included
2022-23,N3,Midlands,RLQ,Wye Valley NHS Trust,Hereford County Hospital,Trust,<=4_weeks,A,372,not included,184,77,not included,not included,not included,not included,not included,4,3,not included,not included,not included
2022-23,N3,Midlands,RLQ,Wye Valley NHS Trust,Hereford County Hospital,Trust,<=6_weeks,A6,832,not included,250,77,not included,not included,not included,not included,not included,4,3,not included,not included,not included
2022-23,N4,East of England,RC9,Bedfordshire Hospitals NHS Foundation Trust,Bedford Hospital,Trust,Total_cases,A,1197,not included,27,177,not included,not included,not included,not included,not included,1,0,not included,not included,not included
2022-23,N4,East of England,RC9,Bedfordshire Hospitals NHS Foundation Trust,Bedford Hospital,Trust,<=2_weeks,A,225,not included,12,176,not included,not included,not included,not included,not included,1,0,not included,not included,not included
2022-23,N4,East of England,RC9,Bedfordshire Hospitals NHS Foundation Trust,Bedford Hospital,Trust,<=4_weeks,A,365,not included,17,177,not included,not included,not included,not included,not included,1,0,not included,not included,not included
2022-23,N4,East of England,RC9,Bedfordshire Hospitals NHS Foundation Trust,Bedford Hospital,Trust,<=6_weeks,A6,1181,not included,22,177,not included,not included,not included,not included,not included,1,0,not included,not included,not included
2022-23,N4,East of England,RC9,Bedfordshire Hospitals NHS Foundation Trust,Luton and Dunstable Hospital,Trust,Total_cases,A,957,not included,79,136,not included,not included,not included,not included,not included,2,4,not included,not included,not included
2022-23,N4,East of England,RC9,Bedfordshire Hospitals NHS Foundation Trust,Luton and Dunstable Hospital,Trust,<=2_weeks,A,192,not included,15,136,not included,not included,not included,not included,not included,2,4,not included,not included,not included
2022-23,N4,East of England,RC9,Bedfordshire Hospitals NHS Foundation Trust,Luton and Dunstable Hospital,Trust,<=4_weeks,A,396,not included,25,136,not included,not included,not included,not included,not included,2,4,not included,not included,not included
2022-23,N4,East of England,RC9,Bedfordshire Hospitals NHS Foundation Trust,Luton and Dunstable Hospital,Trust,<=6_weeks,A6,924,not included,49,136,not included,not included,not included,not included,not included,2,4,not included,not included,not included
2022-23,N4,East of England,RGT,Cambridge University Hospitals NHS Foundation Trust,Addenbrooke's Hospital,Trust,Total_cases,A,1384,not included,47,163,not included,not included,not included,not included,not included,0,4,not included,not included,not included
2022-23,N4,East of England,RGT,Cambridge University Hospitals NHS Foundation Trust,Addenbrooke's Hospital,Trust,<=2_weeks,A,260,not included,10,159,not included,not included,not included,not included,not included,0,4,not included,not included,not included
2022-23,N4,East of England,RGT,Cambridge University Hospitals NHS Foundation Trust,Addenbrooke's Hospital,Trust,<=4_weeks,A,465,not included,19,162,not included,not included,not included,not included,not included,0,4,not included,not included,not included
2022-23,N4,East of England,RGT,Cambridge University Hospitals NHS Foundation Trust,Addenbrooke's Hospital,Trust,<=6_weeks,A6,1359,not included,46,163,not included,not included,not included,not included,not included,0,4,not included,not included,not included
2022-23,N4,East of England,RWH,East and North Hertfordshire NHS Trust,Lister Hospital,Trust,Total_cases,A,1698,not included,137,215,not included,not included,not included,not included,not included,2,6,not included,not included,not included
2022-23,N4,East of England,RWH,East and North Hertfordshire NHS Trust,Lister Hospital,Trust,<=2_weeks,A,433,not included,27,215,not included,not included,not included,not included,not included,2,6,not included,not included,not included
2022-23,N4,East of England,RWH,East and North Hertfordshire NHS Trust,Lister Hospital,Trust,<=4_weeks,A,784,not included,49,215,not included,not included,not included,not included,not included,2,6,not included,not included,not included
2022-23,N4,East of England,RWH,East and North Hertfordshire NHS Trust,Lister Hospital,Trust,<=6_weeks,A6,1369,not included,76,215,not included,not included,not included,not included,not included,2,6,not included,not included,not included
2022-23,N4,East of England,RDE,East Suffolk and North Essex NHS Foundation Trust,Colchester General Hospital,Trust,Total_cases,A,1562,not included,489,141,not included,not included,not included,not included,not included,2,5,not included,not included,not included
2022-23,N4,East of England,RDE,East Suffolk and North Essex NHS Foundation Trust,Colchester General Hospital,Trust,<=2_weeks,A,293,not included,71,141,not included,not included,not included,not included,not included,1,5,not included,not included,not included
2022-23,N4,East of England,RDE,East Suffolk and North Essex NHS Foundation Trust,Colchester General Hospital,Trust,<=4_weeks,A,623,not included,202,141,not included,not included,not included,not included,not included,2,5,not included,not included,not included
2022-23,N4,East of England,RDE,East Suffolk and North Essex NHS Foundation Trust,Colchester General Hospital,Trust,<=6_weeks,A6,1480,not included,443,141,not included,not included,not included,not included,not included,2,5,not included,not included,not included
2022-23,N4,East of England,RDE,East Suffolk and North Essex NHS Foundation Trust,Ipswich Hospital,Trust,Total_cases,A,1198,not included,4,168,not included,not included,not included,not included,not included,1,4,not included,not included,not included
2022-23,N4,East of England,RDE,East Suffolk and North Essex NHS Foundation Trust,Ipswich Hospital,Trust,<=2_weeks,A,330,not included,1,167,not included,not included,not included,not included,not included,1,4,not included,not included,not included
2022-23,N4,East of England,RDE,East Suffolk and North Essex NHS Foundation Trust,Ipswich Hospital,Trust,<=4_weeks,A,531,not included,3,168,not included,not included,not included,not included,not included,1,4,not included,not included,not included
2022-23,N4,East of England,RDE,East Suffolk and North Essex NHS Foundation Trust,Ipswich Hospital,Trust,<=6_weeks,A6,1191,not included,4,168,not included,not included,not included,not included,not included,1,4,not included,not included,not included
2022-23,N4,East of England,RGP,James Paget University Hospitals NHS Foundation Trust,James Paget University Hospital,Trust,Total_cases,A,910,not included,127,104,not included,not included,not included,not included,not included,1,4,not included,not included,not included
2022-23,N4,East of England,RGP,James Paget University Hospitals NHS Foundation Trust,James Paget University Hospital,Trust,<=2_weeks,A,213,not included,39,104,not included,not included,not included,not included,not included,1,4,not included,not included,not included
2022-23,N4,East of England,RGP,James Paget University Hospitals NHS Foundation Trust,James Paget University Hospital,Trust,<=4_weeks,A,358,not included,56,104,not included,not included,not included,not included,not included,1,4,not included,not included,not included
2022-23,N4,East of England,RGP,James Paget University Hospitals NHS Foundation Trust,James Paget University Hospital,Trust,<=6_weeks,A6,740,not included,76,104,not included,not included,not included,not included,not included,1,4,not included,not included,not included
2022-23,N4,East of England,RAJ,Mid and South Essex NHS Foundation Trust,Basildon University Hospital,Trust,Total_cases,A,1447,not included,61,244,not included,not included,not included,not included,not included,0,12,not included,not included,not included
2022-23,N4,East of England,RAJ,Mid and South Essex NHS Foundation Trust,Basildon University Hospital,Trust,<=2_weeks,A,263,not included,12,219,not included,not included,not included,not included,not included,0,11,not included,not included,not included
2022-23,N4,East of England,RAJ,Mid and South Essex NHS Foundation Trust,Basildon University Hospital,Trust,<=4_weeks,A,385,not included,14,236,not included,not included,not included,not included,not included,0,12,not included,not included,not included
2022-23,N4,East of England,RAJ,Mid and South Essex NHS Foundation Trust,Basildon University Hospital,Trust,<=6_weeks,A6,1169,not included,37,243,not included,not included,not included,not included,not included,0,12,not included,not included,not included
2022-23,N4,East of England,RAJ,Mid and South Essex NHS Foundation Trust,Broomfield Hospital,Trust,Total_cases,A,1396,not included,291,186,not included,not included,not included,not included,not included,5,5,not included,not included,not included
2022-23,N4,East of England,RAJ,Mid and South Essex NHS Foundation Trust,Broomfield Hospital,Trust,<=2_weeks,A,135,not included,44,69,not included,not included,not included,not included,not included,4,5,not included,not included,not included
2022-23,N4,East of England,RAJ,Mid and South Essex NHS Foundation Trust,Broomfield Hospital,Trust,<=4_weeks,A,326,not included,88,157,not included,not included,not included,not included,not included,5,5,not included,not included,not included
2022-23,N4,East of England,RAJ,Mid and South Essex NHS Foundation Trust,Broomfield Hospital,Trust,<=6_weeks,A6,493,not included,113,185,not included,not included,not included,not included,not included,5,5,not included,not included,not included
2022-23,N4,East of England,RAJ,Mid and South Essex NHS Foundation Trust,Southend University Hospital,Trust,Total_cases,A,1473,not included,274,182,not included,not included,not included,not included,not included,4,8,not included,not included,not included
2022-23,N4,East of England,RAJ,Mid and South Essex NHS Foundation Trust,Southend University Hospital,Trust,<=2_weeks,A,366,not included,153,163,not included,not included,not included,not included,not included,4,6,not included,not included,not included
2022-23,N4,East of England,RAJ,Mid and South Essex NHS Foundation Trust,Southend University Hospital,Trust,<=4_weeks,A,558,not included,206,181,not included,not included,not included,not included,not included,4,8,not included,not included,not included
2022-23,N4,East of England,RAJ,Mid and South Essex NHS Foundation Trust,Southend University Hospital,Trust,<=6_weeks,A6,1100,not included,239,181,not included,not included,not included,not included,not included,4,8,not included,not included,not included
2022-23,N4,East of England,RD8,Milton Keynes University Hospital NHS Foundation Trust,Milton Keynes University Hospital,Trust,Total_cases,A,1554,not included,451,178,not included,not included,not included,not included,not included,3,7,not included,not included,not included
2022-23,N4,East of England,RD8,Milton Keynes University Hospital NHS Foundation Trust,Milton Keynes University Hospital,Trust,<=2_weeks,A,300,not included,86,177,not included,not included,not included,not included,not included,3,7,not included,not included,not included
2022-23,N4,East of England,RD8,Milton Keynes University Hospital NHS Foundation Trust,Milton Keynes University Hospital,Trust,<=4_weeks,A,496,not included,201,178,not included,not included,not included,not included,not included,3,7,not included,not included,not included
2022-23,N4,East of England,RD8,Milton Keynes University Hospital NHS Foundation Trust,Milton Keynes University Hospital,Trust,<=6_weeks,A6,1513,not included,411,178,not included,not included,not included,not included,not included,3,7,not included,not included,not included
2022-23,N4,East of England,RM1,Norfolk and Norwich University Hospitals NHS Foundation Trust,Norfolk and Norwich University Hospital,Trust,Total_cases,A,2023,not included,126,204,not included,not included,not included,not included,not included,1,9,not included,not included,not included
2022-23,N4,East of England,RM1,Norfolk and Norwich University Hospitals NHS Foundation Trust,Norfolk and Norwich University Hospital,Trust,<=2_weeks,A,241,not included,46,153,not included,not included,not included,not included,not included,1,4,not included,not included,not included
2022-23,N4,East of England,RM1,Norfolk and Norwich University Hospitals NHS Foundation Trust,Norfolk and Norwich University Hospital,Trust,<=4_weeks,A,693,not included,93,204,not included,not included,not included,not included,not included,1,8,not included,not included,not included
2022-23,N4,East of England,RM1,Norfolk and Norwich University Hospitals NHS Foundation Trust,Norfolk and Norwich University Hospital,Trust,<=6_weeks,A6,1549,not included,112,204,not included,not included,not included,not included,not included,1,9,not included,not included,not included
2022-23,N4,East of England,RGN,North West Anglia NHS Foundation Trust,Hinchingbrooke Hospital,Trust,Total_cases,A,735,not included,23,152,not included,not included,not included,not included,not included,0,6,not included,not included,not included
2022-23,N4,East of England,RGN,North West Anglia NHS Foundation Trust,Hinchingbrooke Hospital,Trust,<=2_weeks,A,293,not included,4,141,not included,not included,not included,not included,not included,0,6,not included,not included,not included
2022-23,N4,East of England,RGN,North West Anglia NHS Foundation Trust,Hinchingbrooke Hospital,Trust,<=4_weeks,A,434,not included,6,151,not included,not included,not included,not included,not included,0,6,not included,not included,not included
2022-23,N4,East of England,RGN,North West Anglia NHS Foundation Trust,Hinchingbrooke Hospital,Trust,<=6_weeks,A6,664,not included,15,152,not included,not included,not included,not included,not included,0,6,not included,not included,not included
2022-23,N4,East of England,RGN,North West Anglia NHS Foundation Trust,Peterborough City Hospital,Trust,Total_cases,A,1132,not included,49,175,not included,not included,not included,not included,not included,7,9,not included,not included,not included
2022-23,N4,East of England,RGN,North West Anglia NHS Foundation Trust,Peterborough City Hospital,Trust,<=2_weeks,A,302,not included,19,170,not included,not included,not included,not included,not included,7,9,not included,not included,not included
2022-23,N4,East of England,RGN,North West Anglia NHS Foundation Trust,Peterborough City Hospital,Trust,<=4_weeks,A,577,not included,25,174,not included,not included,not included,not included,not included,7,9,not included,not included,not included
2022-23,N4,East of England,RGN,North West Anglia NHS Foundation Trust,Peterborough City Hospital,Trust,<=6_weeks,A6,1004,not included,34,174,not included,not included,not included,not included,not included,7,9,not included,not included,not included
2022-23,N4,East of England,RGN,North West Anglia NHS Foundation Trust,Stamford Hospital,Trust,Total_cases,A,109,not included,1,8,not included,not included,not included,not included,not included,2,4,not included,not included,not included
2022-23,N4,East of England,RGN,North West Anglia NHS Foundation Trust,Stamford Hospital,Trust,<=2_weeks,A,27,not included,1,8,not included,not included,not included,not included,not included,2,4,not included,not included,not included
2022-23,N4,East of England,RGN,North West Anglia NHS Foundation Trust,Stamford Hospital,Trust,<=4_weeks,A,51,not included,1,8,not included,not included,not included,not included,not included,2,4,not included,not included,not included
2022-23,N4,East of England,RGN,North West Anglia NHS Foundation Trust,Stamford Hospital,Trust,<=6_weeks,A6,93,not included,1,8,not included,not included,not included,not included,not included,2,4,not included,not included,not included
2022-23,N4,East of England,RQW,The Princess Alexandra Hospital NHS Trust,Princess Alexandra Hospital,Trust,Total_cases,A,1800,not included,662,159,not included,not included,not included,not included,not included,0,8,not included,not included,not included
2022-23,N4,East of England,RQW,The Princess Alexandra Hospital NHS Trust,Princess Alexandra Hospital,Trust,<=2_weeks,A,478,not included,251,155,not included,not included,not included,not included,not included,0,8,not included,not included,not included
2022-23,N4,East of England,RQW,The Princess Alexandra Hospital NHS Trust,Princess Alexandra Hospital,Trust,<=4_weeks,A,795,not included,354,158,not included,not included,not included,not included,not included,0,8,not included,not included,not included
2022-23,N4,East of England,RQW,The Princess Alexandra Hospital NHS Trust,Princess Alexandra Hospital,Trust,<=6_weeks,A6,1568,not included,477,158,not included,not included,not included,not included,not included,0,8,not included,not included,not included
2022-23,N4,East of England,RCX,"The Queen Elizabeth Hospital, King's Lynn, NHS Foundation Trust",The Queen Elizabeth Hospital,Trust,Total_cases,A,755,not included,21,127,not included,not included,not included,not included,not included,1,3,not included,not included,not included
2022-23,N4,East of England,RCX,"The Queen Elizabeth Hospital, King's Lynn, NHS Foundation Trust",The Queen Elizabeth Hospital,Trust,<=2_weeks,A,170,not included,4,95,not included,not included,not included,not included,not included,0,3,not included,not included,not included
2022-23,N4,East of England,RCX,"The Queen Elizabeth Hospital, King's Lynn, NHS Foundation Trust",The Queen Elizabeth Hospital,Trust,<=4_weeks,A,586,not included,7,124,not included,not included,not included,not included,not included,1,3,not included,not included,not included
2022-23,N4,East of England,RCX,"The Queen Elizabeth Hospital, King's Lynn, NHS Foundation Trust",The Queen Elizabeth Hospital,Trust,<=6_weeks,A6,714,not included,16,127,not included,not included,not included,not included,not included,1,3,not included,not included,not included
2022-23,N4,East of England,RWG,West Hertfordshire Hospitals NHS Trust,St Albans City Hospital,Trust,Total_cases,A,1194,not included,202,156,not included,not included,not included,not included,not included,3,6,not included,not included,not included
2022-23,N4,East of England,RWG,West Hertfordshire Hospitals NHS Trust,St Albans City Hospital,Trust,<=2_weeks,A,244,not included,46,153,not included,not included,not included,not included,not included,3,6,not included,not included,not included
2022-23,N4,East of England,RWG,West Hertfordshire Hospitals NHS Trust,St Albans City Hospital,Trust,<=4_weeks,A,372,not included,77,155,not included,not included,not included,not included,not included,3,6,not included,not included,not included
2022-23,N4,East of England,RWG,West Hertfordshire Hospitals NHS Trust,St Albans City Hospital,Trust,<=6_weeks,A6,1100,not included,160,156,not included,not included,not included,not included,not included,3,6,not included,not included,not included
2022-23,N4,East of England,RWG,West Hertfordshire Hospitals NHS Trust,Watford General Hospital,Trust,Total_cases,A,953,not included,219,99,not included,not included,not included,not included,not included,1,5,not included,not included,not included
2022-23,N4,East of England,RWG,West Hertfordshire Hospitals NHS Trust,Watford General Hospital,Trust,<=2_weeks,A,204,not included,79,96,not included,not included,not included,not included,not included,1,5,not included,not included,not included
2022-23,N4,East of England,RWG,West Hertfordshire Hospitals NHS Trust,Watford General Hospital,Trust,<=4_weeks,A,380,not included,109,99,not included,not included,not included,not included,not included,1,5,not included,not included,not included
2022-23,N4,East of England,RWG,West Hertfordshire Hospitals NHS Trust,Watford General Hospital,Trust,<=6_weeks,A6,915,not included,185,99,not included,not included,not included,not included,not included,1,5,not included,not included,not included
2022-23,N4,East of England,RGR,West Suffolk NHS Foundation Trust,West Suffolk Hospital,Trust,Total_cases,A,878,not included,10,129,not included,not included,not included,not included,not included,1,3,not included,not included,not included
2022-23,N4,East of England,RGR,West Suffolk NHS Foundation Trust,West Suffolk Hospital,Trust,<=2_weeks,A,171,not included,1,125,not included,not included,not included,not included,not included,1,3,not included,not included,not included
2022-23,N4,East of England,RGR,West Suffolk NHS Foundation Trust,West Suffolk Hospital,Trust,<=4_weeks,A,353,not included,3,129,not included,not included,not included,not included,not included,1,3,not included,not included,not included
2022-23,N4,East of England,RGR,West Suffolk NHS Foundation Trust,West Suffolk Hospital,Trust,<=6_weeks,A6,859,not included,3,129,not included,not included,not included,not included,not included,1,3,not included,not included,not included
2022-23,N5,London,RF4,"Barking, Havering and Redbridge University Hospitals NHS Trust",King George Hospital,Trust,Total_cases,A,3707,not included,911,543,not included,not included,not included,not included,not included,4,22,not included,not included,not included
2022-23,N5,London,RF4,"Barking, Havering and Redbridge University Hospitals NHS Trust",King George Hospital,Trust,<=2_weeks,A,692,not included,95,541,not included,not included,not included,not included,not included,4,21,not included,not included,not included
2022-23,N5,London,RF4,"Barking, Havering and Redbridge University Hospitals NHS Trust",King George Hospital,Trust,<=4_weeks,A,2783,not included,662,542,not included,not included,not included,not included,not included,4,21,not included,not included,not included
2022-23,N5,London,RF4,"Barking, Havering and Redbridge University Hospitals NHS Trust",King George Hospital,Trust,<=6_weeks,A6,3696,not included,906,543,not included,not included,not included,not included,not included,4,22,not included,not included,not included
2022-23,N5,London,R1H,Barts Health NHS Trust,Newham University Hospital,Trust,Total_cases,A,1798,not included,116,247,not included,not included,not included,not included,not included,2,3,not included,not included,not included
2022-23,N5,London,R1H,Barts Health NHS Trust,Newham University Hospital,Trust,<=2_weeks,A,421,not included,35,247,not included,not included,not included,not included,not included,2,3,not included,not included,not included
2022-23,N5,London,R1H,Barts Health NHS Trust,Newham University Hospital,Trust,<=4_weeks,A,563,not included,55,247,not included,not included,not included,not included,not included,2,3,not included,not included,not included
2022-23,N5,London,R1H,Barts Health NHS Trust,Newham University Hospital,Trust,<=6_weeks,A6,717,not included,65,247,not included,not included,not included,not included,not included,2,3,not included,not included,not included
2022-23,N5,London,R1H,Barts Health NHS Trust,The Royal London Hospital,Trust,Total_cases,A,2375,not included,728,251,not included,not included,not included,not included,not included,3,5,not included,not included,not included
2022-23,N5,London,R1H,Barts Health NHS Trust,The Royal London Hospital,Trust,<=2_weeks,A,315,not included,35,251,not included,not included,not included,not included,not included,3,5,not included,not included,not included
2022-23,N5,London,R1H,Barts Health NHS Trust,The Royal London Hospital,Trust,<=4_weeks,A,482,not included,123,251,not included,not included,not included,not included,not included,3,5,not included,not included,not included
2022-23,N5,London,R1H,Barts Health NHS Trust,The Royal London Hospital,Trust,<=6_weeks,A6,2179,not included,539,251,not included,not included,not included,not included,not included,3,5,not included,not included,not included
2022-23,N5,London,R1H,Barts Health NHS Trust,Whipps Cross University Hospital,Trust,Total_cases,A,1478,not included,246,257,not included,not included,not included,not included,not included,2,7,not included,not included,not included
2022-23,N5,London,R1H,Barts Health NHS Trust,Whipps Cross University Hospital,Trust,<=2_weeks,A,444,not included,162,243,not included,not included,not included,not included,not included,2,5,not included,not included,not included
2022-23,N5,London,R1H,Barts Health NHS Trust,Whipps Cross University Hospital,Trust,<=4_weeks,A,494,not included,180,256,not included,not included,not included,not included,not included,2,7,not included,not included,not included
2022-23,N5,London,R1H,Barts Health NHS Trust,Whipps Cross University Hospital,Trust,<=6_weeks,A6,661,not included,183,256,not included,not included,not included,not included,not included,2,7,not included,not included,not included
2022-23,N5,London,RQM,Chelsea and Westminster Hospital NHS Foundation Trust,Chelsea and Westminster Hospital,Trust,Total_cases,A,2417,not included,163,329,not included,not included,not included,not included,not included,4,7,not included,not included,not included
2022-23,N5,London,RQM,Chelsea and Westminster Hospital NHS Foundation Trust,Chelsea and Westminster Hospital,Trust,<=2_weeks,A,813,not included,70,309,not included,not included,not included,not included,not included,3,7,not included,not included,not included
2022-23,N5,London,RQM,Chelsea and Westminster Hospital NHS Foundation Trust,Chelsea and Westminster Hospital,Trust,<=4_weeks,A,1645,not included,125,322,not included,not included,not included,not included,not included,3,7,not included,not included,not included
2022-23,N5,London,RQM,Chelsea and Westminster Hospital NHS Foundation Trust,Chelsea and Westminster Hospital,Trust,<=6_weeks,A6,2277,not included,158,323,not included,not included,not included,not included,not included,3,7,not included,not included,not included
2022-23,N5,London,RQM,Chelsea and Westminster Hospital NHS Foundation Trust,West Middlesex University Hospital,Trust,Total_cases,A,925,not included,116,164,not included,not included,not included,not included,not included,2,4,not included,not included,not included
2022-23,N5,London,RQM,Chelsea and Westminster Hospital NHS Foundation Trust,West Middlesex University Hospital,Trust,<=2_weeks,A,346,not included,35,163,not included,not included,not included,not included,not included,2,4,not included,not included,not included
2022-23,N5,London,RQM,Chelsea and Westminster Hospital NHS Foundation Trust,West Middlesex University Hospital,Trust,<=4_weeks,A,659,not included,58,164,not included,not included,not included,not included,not included,2,4,not included,not included,not included
2022-23,N5,London,RQM,Chelsea and Westminster Hospital NHS Foundation Trust,West Middlesex University Hospital,Trust,<=6_weeks,A6,907,not included,107,164,not included,not included,not included,not included,not included,2,4,not included,not included,not included
2022-23,N5,London,RJ6,Croydon Health Services NHS Trust,Croydon University Hospital,Trust,Total_cases,A,2049,not included,629,274,not included,not included,not included,not included,not included,5,10,not included,not included,not included
2022-23,N5,London,RJ6,Croydon Health Services NHS Trust,Croydon University Hospital,Trust,<=2_weeks,A,668,not included,278,274,not included,not included,not included,not included,not included,5,10,not included,not included,not included
2022-23,N5,London,RJ6,Croydon Health Services NHS Trust,Croydon University Hospital,Trust,<=4_weeks,A,826,not included,316,274,not included,not included,not included,not included,not included,5,10,not included,not included,not included
